"ID","Player","Team","Position","RkOv","Status","Opponent","Score","Ros","+/-","AB","H","2B+3B","HR","SB","OBP","RP","GP"
"*02n8i*","David Bote","LAD","2B,3B","2332","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*04ejn*","Sean Bouchard","(N/A)","OF","2335","FA","","0","1%","0%","0","0","0","0","0","0","0","0"
"*06gjg*","Pier-Olivier Boucher","(N/A)","OF","2337","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*0703b*","Matthew Boughton","CHW","SS","2339","FA","","0","1%","0%","0","0","0","0","0","0","0","0"
"*06yuf*","Blake Bowen","(N/A)","OF","2342","FA","","0","1%","0%","0","0","0","0","0","0","0","0"
"*0518m*","Jase Bowen","SD","OF","2344","FA","","0","1%","0%","0","0","0","0","0","0","0","0"
"*06cqa*","Karson Bowen","(N/A)","C,1B","2345","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*05rd7*","TT Bowens","BAL","1B","2347","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*05xou*","Cooper Bowman","ATH","2B,OF","2351","FA","","0","2%","0%","0","0","0","0","0","0","0","0"
"*05jrl*","Drew Bowser","CHC","3B","2353","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*064nf*","Emaarion Boyd","MIA","OF","2354","FA","","0","1%","0%","0","0","0","0","0","0","0","0"
"*06gj9*","Jeremiah Boyd","ARI","C","2355","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*0630m*","Justin Boyd","(N/A)","OF","2356","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06yzi*","Greg Bozzo","NYY","C","2361","FA","@SF Wed 8:05PM","0","0%","0%","0","0","0","0","0","0","0","0"
"*06jfk*","Angel Brachi","MIA","2B","2362","FA","","0","1%","0%","0","0","0","0","0","0","0","0"
"*04l97*","Aaron Bracho","(N/A)","3B","2363","FA","","0","2%","0%","0","0","0","0","0","0","0","0"
"*0731r*","Oswaldo Bracho","CLE","OF","2364","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*04pvf*","Davis Bradshaw","(N/A)","OF","2367","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*066e6*","Spencer Bramwell","MIA","C","2373","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*0630j*","Jack Brannigan","PIT","SS","2376","FA","","0","3%","0%","0","0","0","0","0","0","0","0"
"*06300*","Brooks Brannon","BOS","C","2377","FA","","0","1%","0%","0","0","0","0","0","0","0","0"
"*025e9*","Rob Brantly","(N/A)","C","2378","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*0680a*","Mason Brassfield","(N/A)","OF","2379","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*05yh7*","Michael Braswell","KC","3B","2380","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*0737p*","Mason Braun","(N/A)","1B","2382","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06yzh*","Logan Braunschweig","ATL","OF","2383","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06z3z*","Damian Bravo","SF","OF","2385","FA","NYY Wed 8:05PM","0","0%","0%","0","0","0","0","0","0","0","0"
"*06rqg*","Jhorman Bravo","BOS","SS","2386","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06icb*","Bralyn Brazoban","PIT","OF","2387","FA","","0","1%","0%","0","0","0","0","0","0","0","0"
"*06qxy*","Anthwan Brea","BAL","OF","2388","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*04pmj*","Josh Breaux","CHW","C","2392","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06ph1*","Payton Brennan","(N/A)","OF","2399","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06qgs*","Ivan Brethowr","PIT","OF","2403","FA","","0","3%","0%","0","0","0","0","0","0","0","0"
"*05130*","Jordan Brewer","(N/A)","OF","2406","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06r78*","Easton Breyfogle","(N/A)","OF","2408","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*031s7*","Jose Briceno","(N/A)","C","2411","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06r08*","Miguel Briceno","MIN","OF","2412","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06yzu*","Will Brick","(N/A)","C","2413","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*041qn*","Bryson Brigman","(N/A)","2B","2418","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06rob*","Juan Brima","ARI","2B","2419","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06qxl*","Chris Brito","KC","1B","2424","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*07300*","Dawvris Brito","BOS","SS","2425","FA","","0","1%","0%","0","0","0","0","0","0","0","0"
"*06kvf*","Edwin Brito","BOS","OF","2426","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06avx*","Erick Brito","PHI","3B,SS","2427","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06rqh*","Heins Brito","CLE","SS","2428","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06r3g*","Josue Brito","BOS","1B","2429","FA","","0","3%","-1%","0","0","0","0","0","0","0","0"
"*06kui*","Roldy Brito","COL","2B,OF","2432","FA","","0","23%","-1%","0","0","0","0","0","0","0","0"
"*06dn9*","Julian Brock","TEX","C","2440","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06hug*","Bryan Broecker","TB","C","2444","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*0665n*","Archer Brookman","ATL","C","2445","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06sub*","Robert Brooks","TOR","C","2449","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*0420f*","Trenton Brooks","(N/A)","OF","2451","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*04ylg*","Mike Brosseau","(N/A)","1B","2452","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*072yp*","Andrew Brown","(N/A)","OF","2455","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*072j4*","Blaine Brown","(N/A)","OF,SP","2456","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06qtz*","Canyon Brown","KC","C","2459","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*0512s*","Dasan Brown","MIL","OF","2460","FA","","0","1%","0%","0","0","0","0","0","0","0","0"
"*05u9t*","Devonte Brown","(N/A)","OF","2462","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*070c3*","Ely Brown","CHW","OF","2464","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*060jp*","Eric Brown","MIL","2B","2465","FA","","0","4%","-1%","0","0","0","0","0","0","0","0"
"*06l5g*","Jake Brown","(N/A)","OF","2467","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06qjg*","Jessada Brown","MIA","C","2468","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06mdm*","Juan Brown","CIN","OF","2469","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*051jl*","Luke Brown","(N/A)","OF","2471","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*066ep*","Marcus Brown","WSH","2B,3B,SS","2472","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06h1x*","Sam Brown","WSH","1B","2475","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*05y6h*","Vaun Brown","(N/A)","OF","2476","FA","","0","1%","0%","0","0","0","0","0","0","0","0"
"*06xzy*","Kevin Bruggeman","LAA","1B","2478","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*072i2*","Carson Brumbaugh","(N/A)","SS","2479","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06rtb*","Alam Bruno","ARI","SS","2481","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06kqz*","Chase Brunson","(N/A)","OF","2484","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06ujq*","Drew Brutcher","HOU","OF","2486","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*064or*","Daniel Bruzual","(N/A)","C","2488","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06r3v*","Brooks Bryan","KC","C","2489","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*060p1*","Yasmil Bucce","BAL","1B","2493","FA","","0","1%","0%","0","0","0","0","0","0","0","0"
"*07010*","Daniel Bucciero","ATH","3B","2494","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*057z9*","Brayan Buelvas","ATH","OF","2497","FA","","0","1%","0%","0","0","0","0","0","0","0","0"
"*06agm*","Jesus Bugarin","(N/A)","OF","2499","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*070c6*","Blaine Bullard","TOR","OF","2501","FA","","0","4%","-1%","0","0","0","0","0","0","0","0"
"*06hiy*","Tony Bullard","MIA","1B","2502","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06aqo*","Cade Bunnell","(N/A)","1B","2504","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*0512l*","Peyton Burdick","(N/A)","OF","2506","FA","","0","1%","0%","0","0","0","0","0","0","0","0"
"*0665m*","Colin Burgess","ATL","C","2507","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*05uy6*","Jorge Burgos","TOR","1B","2510","FA","","0","1%","0%","0","0","0","0","0","0","0","0"
"*062jb*","Blake Burke","MIL","1B","2517","FA","","0","24%","-3%","0","0","0","0","0","0","0","0"
"*06584*","Jacob Burke","CHW","OF","2518","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06mnj*","Griffin Burkholder","PHI","OF","2521","FA","","0","21%","-2%","0","0","0","0","0","0","0","0"
"*06ywi*","Robbie Burnett","NYY","OF","2523","FA","@SF Wed 8:05PM","0","0%","0%","0","0","0","0","0","0","0","0"
"*06ekn*","Connor Burns","CIN","C","2525","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06hh9*","Peter Burns","LAA","C","2528","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06uw2*","Braden Burress","(N/A)","OF","2530","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*067y4*","Drew Burress","(N/A)","OF","2531","FA","","0","3%","0%","0","0","0","0","0","0","0","0"
"*0668r*","Ryan Burrowes","CHW","2B,3B,SS","2532","FA","","0","1%","0%","0","0","0","0","0","0","0","0"
"*060u9*","Max Burt","DET","2B,3B","2534","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*067xh*","Homer Bush Jr.","TB","OF","2536","FA","","0","6%","-1%","0","0","0","0","0","0","0","0"
"*06hq3*","Will Bush","HOU","C,1B","2537","FA","","0","1%","0%","0","0","0","0","0","0","0","0"
"*06r0e*","Omar Bustamante","DET","C","2540","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06akp*","Anielson Buten","CIN","OF","2541","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*05tuu*","Jonny Butler","(N/A)","OF","2544","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06qnj*","Brandon Butterworth","BAL","2B,SS","2545","FA","","0","1%","0%","0","0","0","0","0","0","0","0"
"*066mx*","Starlyn Caba","MIA","SS","2550","FA","","0","21%","-2%","0","0","0","0","0","0","0","0"
"*06qsc*","Juan Cabada","CHC","2B","2551","FA","","0","5%","-1%","0","0","0","0","0","0","0","0"
"*06bkv*","Jorge Caballero","(N/A)","OF","2552","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*03qko*","Trey Cabbage","(N/A)","OF","2554","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*04pxy*","Elijah Cabell","(N/A)","OF","2555","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*060q4*","Diosfran Cabeza","ARI","1B","2557","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*072vt*","Edelson Cabral","ATL","SS","2561","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*072p6*","Evan Cabral","(N/A)","3B,SP","2562","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*062es*","Riquelmin Cabral","(N/A)","3B","2565","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*072yl*","Christopher Cabrera","(N/A)","1B,3B","2568","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*05gcu*","Daniel Cabrera","DET","OF","2569","FA","","0","1%","0%","0","0","0","0","0","0","0","0"
"*066m9*","Manuel Cabrera","WSH","1B","2574","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*05rjo*","Ricky Cabrera","CIN","3B","2576","FA","","0","8%","-1%","0","0","0","0","0","0","0","0"
"*05rcx*","Romtres Cabrera","STL","OF","2577","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06cf4*","Roni Cabrera","KC","OF","2578","FA","","0","1%","0%","0","0","0","0","0","0","0","0"
"*04v6s*","Walking Cabrera","(N/A)","OF","2579","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06c3v*","Yeremi Cabrera","WSH","OF","2580","FA","","0","5%","-1%","0","0","0","0","0","0","0","0"
"*06uut*","Yojancel Cabrera","LAA","OF","2581","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06mmx*","Juneiker Caceres","CLE","OF","2583","FA","","0","27%","-3%","0","0","0","0","0","0","0","0"
"*06ife*","Sebastian Cadiz","CLE","1B","2586","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*0730s*","Xavier Cadiz","CHC","SS","2587","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06rtn*","Jose Caguana","(N/A)","C","2588","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06rl5*","Luis Caicuto","PHI","C","2589","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*072cv*","Brandon Cain","PIT","OF","2590","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*0513m*","Christian Cairo","PHI","2B,3B,OF","2592","FA","","0","1%","0%","0","0","0","0","0","0","0","0"
"*05js2*","David Calabrese","LAA","OF","2594","FA","","0","1%","0%","0","0","0","0","0","0","0","0"
"*06htx*","Anthony Calarco","(N/A)","1B","2595","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*066mo*","Robert Calaz","COL","OF","2596","FA","","0","30%","-3%","0","0","0","0","0","0","0","0"
"*06r9a*","Warren Calcano","KC","SS","2598","FA","","0","3%","0%","0","0","0","0","0","0","0","0"
"*06rk6*","Fernando Caldera","HOU","C","2600","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06rju*","Francisco Caldera","(N/A)","UT","2601","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06c1n*","Nehomar Caldera","(N/A)","C","2602","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06hsw*","Jaeden Calderon","PHI","1B","2605","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06agr*","Slade Caldwell","ARI","OF","2608","FA","","0","37%","-3%","0","0","0","0","0","0","0","0"
"*0315r*","Willie Calhoun","(N/A)","UT","2609","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06hq8*","Caleb Cali","SEA","3B","2610","FA","","0","1%","0%","0","0","0","0","0","0","0","0"
"*072eo*","Chase Call","HOU","OF","2611","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*05y78*","Austin Callahan","CIN","1B,2B,3B","2612","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06hvg*","Brett Callahan","DET","OF","2613","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*070kt*","Yojanser Calzado","CIN","OF","2618","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06qze*","Jose Camacho","LAA","1B","2620","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06nl7*","Santiago Camacho","SF","C,1B","2623","FA","NYY Wed 8:05PM","0","0%","0%","0","0","0","0","0","0","0","0"
"*05ge4*","Jair Camargo","ATL","C","2625","FA","","0","1%","0%","0","0","0","0","0","0","0","0"
"*06qns*","Ali Camarillo","ATH","SS","2626","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*02zg5*","Daz Cameron","(N/A)","OF","2629","FA","","0","1%","0%","0","0","0","0","0","0","0","0"
"*066cl*","Mario Camilletti","CHW","3B","2630","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06427*","Alain Camou","(N/A)","2B","2633","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*04ym5*","Sergio Campana","(N/A)","OF","2634","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06drp*","Clayton Campbell","DET","1B","2635","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06ekr*","Dylan Campbell","PHI","OF","2636","FA","","0","1%","0%","0","0","0","0","0","0","0","0"
"*066ad*","Jacob Campbell","SD","OF","2637","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*04er6*","Noah Campbell","(N/A)","OF","2641","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06rim*","Daniel Campos","CHC","C","2645","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06rjw*","Diego Campos","(N/A)","C","2646","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*05r61*","Elio Campos","ATL","2B,3B","2647","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06ru0*","Manuel Campos","ATL","SS","2648","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*059tv*","Roberto Campos","DET","OF","2649","FA","","0","3%","0%","0","0","0","0","0","0","0","0"
"*06o0g*","Ryan Campos","STL","C","2650","FA","","0","1%","0%","0","0","0","0","0","0","0","0"
"*06o10*","Hector Campusano","BAL","2B","2652","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*03qmu*","Gabriel Cancel","(N/A)","3B,SS","2653","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06r7u*","Franklin Candelario","(N/A)","OF","2655","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*04nau*","Wilmin Candelario","(N/A)","SS","2656","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06c1j*","Cam Cannarella","MIA","OF","2659","FA","","0","11%","-2%","0","0","0","0","0","0","0","0"
"*06alz*","Gregori Cano","(N/A)","1B","2661","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06jh6*","Ichiro Cano","CIN","1B,3B","2662","FA","","0","2%","0%","0","0","0","0","0","0","0","0"
"*05gs5*","Hayden Cantrelle","CHC","2B,SS","2664","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*072cu*","Luke Cantwell","SD","1B","2665","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*041sb*","Conner Capel","COL","OF","2666","FA","","0","1%","0%","0","0","0","0","0","0","0","0"
"*06jbi*","Justin Capellan","NYY","C","2667","FA","@SF Wed 8:05PM","0","0%","0%","0","0","0","0","0","0","0","0"
"*061zk*","Samuel Capellan","(N/A)","OF","2668","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*05110*","Yiddi Cappe","MIA","2B","2671","FA","","0","4%","0%","0","0","0","0","0","0","0","0"
"*04q26*","Vinny Capra","BOS","3B,SS","2672","FA","","0","1%","0%","0","0","0","0","0","0","0","0"
"*06qrj*","Balian Caraballo","LAA","OF","2673","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06rp4*","Brandy Caraballo","(N/A)","OF","2674","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06rp3*","Heriberto Caraballo","STL","C","2675","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06ya5*","Miguel Caraballo","MIN","C","2677","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06cq4*","Trent Caraway","(N/A)","3B","2679","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*05y2j*","Noah Cardenas","MIN","C","2681","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*04pyz*","Ruben Cardenas","(N/A)","OF","2682","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06rgr*","Victor Cardoza","PHI","OF","2685","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*064ov*","Leny Carela","(N/A)","2B","2689","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06qrv*","Owen Carey","ATL","OF","2691","FA","","0","4%","-1%","0","0","0","0","0","0","0","0"
"*0622v*","Michael Carico","CHC","C","2694","FA","","0","1%","0%","0","0","0","0","0","0","0","0"
"*072o2*","Juan Caricote","TOR","C","2695","FA","","0","1%","0%","0","0","0","0","0","0","0","0"
"*06r1f*","Carlos Caripa","CLE","OF","2696","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06alq*","Billy Carlson","CHW","SS","2698","FA","","0","40%","-3%","0","0","0","0","0","0","0","0"
"*06k7s*","Easton Carmichael","PIT","C","2704","FA","","0","2%","0%","0","0","0","0","0","0","0","0"
"*06rhx*","Angel Carmona","ATL","SS","2705","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06iew*","Hunter Carns","(N/A)","C","2708","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06lt9*","Carlos Caro","PIT","2B","2709","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06oo3*","Josh Caron","SEA","C","2710","FA","","0","1%","0%","0","0","0","0","0","0","0","0"
"*06z59*","Leonardo Carpio","(N/A)","OF","2715","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*05yhi*","Jared Carr","(N/A)","OF","2717","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06qvk*","Peyton Carr","(N/A)","1B,3B","2719","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06jh0*","Carlos Carrasquel","(N/A)","SS","2724","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06tvi*","David Carrera","NYY","OF","2727","FA","@SF Wed 8:05PM","0","0%","0%","0","0","0","0","0","0","0","0"
"*04yj9*","Julio Carreras","(N/A)","2B,3B","2730","FA","","0","1%","0%","0","0","0","0","0","0","0","0"
"*06zww*","Yamvier Carrero","ATL","SS","2731","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*060ud*","Lorenzo Carrier","(N/A)","OF","2732","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*066eo*","Cole Carrigg","COL","OF","2733","FA","","0","34%","-3%","0","0","0","0","0","0","0","0"
"*062yz*","Oliver Carrillo","(N/A)","1B","2736","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*04p0h*","Diego Cartaya","SF","C","2738","FA","NYY Wed 8:05PM","0","10%","-1%","0","0","0","0","0","0","0","0"
"*0731c*","Esterlin Casanova","BOS","SS","2743","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*0637d*","Jair Casanova","(N/A)","OF","2744","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*0731t*","Sebastian Casanova","TOR","SS","2745","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06akc*","Gavin Casas","(N/A)","1B","2746","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
